iter	F1	Logloss
65	0.8907571706	0.2513274058
66	0.890428198	0.2506455825
67	0.8922019576	0.2488287026
68	0.89212228	0.2479299381
69	0.8926989698	0.2473451207
70	0.8951256461	0.2456711974
71	0.8946602156	0.2447852707
72	0.8959491888	0.2427237597
73	0.8958869026	0.2427042394
74	0.8958869026	0.242704237
75	0.8963363689	0.2426735074
76	0.8951111192	0.2415912933
77	0.8975837002	0.2405106217
78	0.8979469299	0.2400739885
79	0.8989597803	0.2389674353
80	0.9000982787	0.2370479698
81	0.9000982787	0.2370354656
82	0.8996494038	0.2363086375
83	0.9002865348	0.2349220377
84	0.9004120825	0.234458382
85	0.9010488466	0.2331904433
86	0.9014339442	0.2327666177
87	0.9017402492	0.231799201
88	0.9023139392	0.2305461966
89	0.9025027331	0.2299915208
90	0.9035169471	0.2290492758
91	0.9030065701	0.2287489881
92	0.904021397	0.2276915979
93	0.9054827696	0.2261955286
94	0.9051670523	0.2258612382
95	0.9051670523	0.225224425
96	0.9057392007	0.2250439607
97	0.9075142432	0.2235625179
98	0.9076407692	0.2235387718
99	0.9061748693	0.2209445316
100	0.9071892382	0.2189414009
101	0.907316194	0.2181488103
102	0.909225066	0.2169264974
103	0.9100514852	0.2153582622
104	0.9111940968	0.2137458347
105	0.9132231437	0.2121977453
106	0.913414362	0.210410378
107	0.9165834429	0.2083882373
108	0.9194922912	0.2070984614
109	0.9193743913	0.2062887192
110	0.9198235195	0.2055123491
111	0.9206472057	0.2044168473
112	0.9202088359	0.2036463781
113	0.9210971231	0.2028995734
114	0.9229378759	0.2014733851
115	0.9239549732	0.2008897014
116	0.9243421912	0.1995336221
117	0.9247297338	0.1982211823
118	0.9249882761	0.1973619817
119	0.924923627	0.1973092008
120	0.924923627	0.197309167
121	0.9261362761	0.1960990404
122	0.9263953444	0.195529951
123	0.9263953444	0.1955299347
124	0.9272199708	0.1949465566
125	0.9276091459	0.193971254
126	0.9286287406	0.1921021593
127	0.9287135847	0.1911797251
128	0.9292788664	0.1909258608
129	0.9298647585	0.1897647177
130	0.9298647585	0.189660447
131	0.930603382	0.1889880632
132	0.9311245762	0.1879903091
133	0.9317538674	0.1864780274
134	0.933402904	0.1854812905
135	0.9332070192	0.1852585174
136	0.9342669242	0.1849839059
137	0.9359132216	0.1838120679
138	0.9372599642	0.1826438713
139	0.9370263234	0.1817413724
140	0.9372230281	0.1809910027
141	0.938046887	0.1803344382
142	0.940088584	0.1789569932
143	0.9395278323	0.1783646171
144	0.9405830953	0.1777595918
145	0.9411097175	0.176799897
146	0.9411097175	0.176797571
147	0.9409121651	0.1766410369
148	0.9410438575	0.1764531767
149	0.9415050713	0.1758304401
150	0.9419667375	0.175080003
151	0.9420987253	0.174996916
152	0.9425268608	0.173634213
153	0.9425928631	0.1734105948
154	0.9427248954	0.1730161843
155	0.9427909255	0.1728717211
156	0.9434517349	0.1720909093
157	0.944931526	0.1714747767
158	0.945196153	0.1711916667
159	0.9451299824	0.1710867219
160	0.94407774	0.1699694854
161	0.9445710108	0.1687118693
162	0.9461235157	0.1674154683
163	0.9462561446	0.1672433725
164	0.9462561446	0.1671191938
165	0.9465215141	0.1662575245
166	0.9472794742	0.1651879113
167	0.9474787212	0.163918332
168	0.9475451555	0.1638221572
169	0.9477445142	0.163443743
170	0.9478109858	0.1625283104
171	0.9482765479	0.1614341492
172	0.9485831853	0.1601446888
173	0.9490090704	0.1591092747
174	0.9491166882	0.1586553553
175	0.9498762391	0.1580135052
176	0.9505687025	0.1573672854
177	0.9508359683	0.1566379689
178	0.9511033845	0.1555906317
179	0.951237149	0.1548593557
180	0.9515047909	0.1541090841
181	0.9526885918	0.1537128468
182	0.952197337	0.1531909389
183	0.9530235288	0.1523446113
184	0.9530235288	0.1514628587
185	0.9535813573	0.1510222321
186	0.9544740388	0.1505449047
187	0.9544069605	0.1503674298
188	0.954205782	0.1496498897
189	0.9547424464	0.1493203315
190	0.9550781684	0.1484460135
191	0.9557696618	0.1480098988
192	0.9555485759	0.14725979
193	0.9556830631	0.146908077
194	0.9558175883	0.1466020514
195	0.9565767341	0.1455614605
196	0.9567113787	0.1451755669
197	0.9566440517	0.1449641257
198	0.9560867522	0.1444057207
199	0.9561540669	0.1441641938
200	0.9571829333	0.1436458357
201	0.956558154	0.1431313778
202	0.9566255351	0.1428908992
203	0.9571829333	0.1425970466
204	0.9573177486	0.1418857301
205	0.9573177486	0.1414609662
206	0.9571829333	0.1409966473
207	0.9577899014	0.140216055
208	0.9579923952	0.1398023218
209	0.9579923952	0.1391350718
210	0.959376375	0.1382389641
211	0.959781995	0.1374460231
212	0.9603383285	0.1371191344
213	0.959917278	0.1369338793
214	0.9606089812	0.1359770187
215	0.9613003268	0.1354662143
216	0.9610829906	0.1341971046
217	0.9608797865	0.1339380344
218	0.9608797865	0.1338811113
219	0.9610829906	0.1336973149
220	0.9609475116	0.133249194
221	0.9609475116	0.1330580572
222	0.9610829906	0.1328562607
223	0.9612185078	0.1323374012
224	0.9616252888	0.1314869391
225	0.961760959	0.131093484
226	0.961760959	0.1308117995
227	0.961760959	0.1307015999
228	0.9623849642	0.1300967732
229	0.9627923345	0.1297528766
230	0.9627923345	0.129316858
231	0.9629282013	0.1290008358
232	0.9629282013	0.1288130492
233	0.9635519685	0.1281411353
234	0.9632000498	0.1277629674
235	0.9640279556	0.1272431007
236	0.9641640382	0.1268657984
237	0.964232094	0.126633491
238	0.9650599558	0.1262617703
239	0.9650599558	0.1257389332
240	0.9650599558	0.1252548339
241	0.9650599558	0.1251378297
242	0.9654788274	0.1242511045
243	0.9656831816	0.1234451931
244	0.9655469359	0.1229119797
245	0.965615054	0.1226928427
246	0.965615054	0.1224189257
247	0.9657513189	0.1219705205
248	0.9658876224	0.1217692755
249	0.9660921497	0.1215293388
250	0.9670562728	0.1208666675
251	0.9669880178	0.119439009
252	0.9670562728	0.1192369157
253	0.9671928118	0.1187912753
254	0.9671928118	0.1183966146
255	0.9673976926	0.1182253145
256	0.9676026602	0.1174512117
257	0.967671002	0.1169910782
258	0.9678077146	0.1164714341
259	0.968012856	0.1163665892
260	0.9679444659	0.1160373792
261	0.9679444659	0.1155306907
262	0.9681496653	0.1153484929
263	0.969532156	0.1148334613
264	0.9696691283	0.1144683352
265	0.9698746593	0.1141441448
266	0.9700117284	0.1138588524
267	0.9709770322	0.1133520194
268	0.971251566	0.1129086948
269	0.9713202237	0.1124137721
270	0.9715949516	0.111708908
271	0.971526255	0.1108824792
272	0.9713888911	0.1105870711
273	0.9722171941	0.1100821581
274	0.9721484762	0.1099492401
275	0.9721484762	0.109508812
276	0.9727702868	0.1092259735
277	0.9729765333	0.1089731057
278	0.9731140795	0.1088207848
279	0.9731828672	0.1086584942
280	0.9731140795	0.1083410292
281	0.9739420419	0.1080185274
282	0.9738732135	0.1075860981
283	0.9738732135	0.1072675136
284	0.9738043949	0.1070110081
285	0.9738732135	0.1066202952
286	0.9742863298	0.1064146885
287	0.9743552166	0.1061035576
288	0.9744241131	0.1056029142
289	0.9749765035	0.1052237762
290	0.9751832858	0.1046960108
291	0.9753211894	0.1044368804
292	0.9752522328	0.1038866249
293	0.9753211894	0.1037712348
294	0.9753901559	0.1035465244
295	0.9753901559	0.1032504062
296	0.9757351344	0.1030373498
297	0.9756661192	0.1028135062
298	0.9758731942	0.1026531946
299	0.9758731942	0.1023857602
300	0.9756661192	0.1019771723
301	0.9759422387	0.1017328027
302	0.9759422387	0.1016915115
303	0.9758731942	0.1012119884
304	0.9758041594	0.1008377413
305	0.9758731942	0.1006440048
306	0.9760803571	0.1003091371
307	0.976011293	0.09984981141
308	0.9760803571	0.09960220927
309	0.9763567111	0.09928482108
310	0.9763567111	0.09913716382
311	0.9764949469	0.09895295747
312	0.9765640794	0.09857238658
313	0.9765640794	0.09837527108
314	0.9764258241	0.09824617426
315	0.9769088863	0.09816733188
316	0.9771162886	0.0978232997
317	0.9768407075	0.0974992926
318	0.976909889	0.09723027617
319	0.9770482814	0.09686240807
320	0.9772559436	0.09662823591
321	0.977394434	0.09649905138
322	0.9771174923	0.09629021988
323	0.977186713	0.09599206492
324	0.977186713	0.09590485114
325	0.977394434	0.09558413242
326	0.9773251839	0.0955118164
327	0.9773251839	0.09532274899
328	0.9772559436	0.09512362392
329	0.9775329638	0.09502313095
330	0.9776022434	0.09496557519
331	0.9776022434	0.09489434221
332	0.9780181273	0.09452509187
333	0.9780181273	0.09439370861
334	0.9787093032	0.09401931332
335	0.9796741364	0.09365805531
336	0.9798823123	0.09344491667
337	0.9805723179	0.09301767914
338	0.9800211454	0.09276566502
339	0.9800905766	0.09270111877
340	0.9804334626	0.09256012568
341	0.9810536044	0.09198266481
342	0.9813314382	0.09186593299
343	0.9813314382	0.0918037895
344	0.981261965	0.09141050627
345	0.9813314382	0.09121757005
346	0.981261965	0.09103973836
347	0.9814009213	0.09054953528
348	0.9818817597	0.0903167541
349	0.9820207578	0.09017461609
350	0.9820207578	0.08983216764
351	0.9820207578	0.08967777428
352	0.9820207578	0.08948225707
353	0.9825706598	0.08915013753
354	0.9821597952	0.08895625274
355	0.9826401846	0.08874730153
356	0.9822293287	0.08852797103
357	0.9827097193	0.08835100296
358	0.9828488181	0.08829751525
359	0.9823684252	0.08807756501
360	0.9817484842	0.08781535971
361	0.9818180264	0.08767841731
362	0.9820267119	0.08754053024
363	0.9822354861	0.08740738624
364	0.9821658849	0.08719442216
365	0.9825075612	0.08707597461
366	0.9826467365	0.08692646584
367	0.983266351	0.08651774727
368	0.9828555734	0.08645055244
369	0.9828555734	0.08629194343
370	0.9834056075	0.08596044903
371	0.9834752506	0.0857109862
372	0.9835449035	0.08564557954
373	0.9835449035	0.08535290318
374	0.9836842389	0.08510396263
375	0.9836842389	0.08493444896
376	0.9836842389	0.08479964611
377	0.9837539214	0.08460211763
378	0.9838236138	0.08449322915
379	0.9837539214	0.0842820561
380	0.9840327502	0.08414436072
381	0.9840327502	0.08402583608
382	0.9839630281	0.08395774513
383	0.9840327502	0.08370013779
384	0.984102482	0.0835313484
385	0.984102482	0.08350048976
386	0.984102482	0.08338188565
387	0.9841722238	0.08321992481
388	0.9839630281	0.08293332171
389	0.9839630281	0.08267854221
390	0.9841722238	0.0823982351
391	0.9839708714	0.08192040931
392	0.9839010911	0.08181366618
393	0.9839010911	0.08160687755
394	0.9839708714	0.08139448459
395	0.9839010911	0.08131660468
396	0.9839010911	0.0810665793
397	0.984521081	0.08077459171
398	0.9844512898	0.08072221206
399	0.9844512898	0.08043289663
400	0.9854898692	0.07982938745
401	0.9854200077	0.07976410154
402	0.9854898692	0.07966213057
403	0.9854898692	0.07956525123
404	0.985629622	0.07900198868
405	0.9856995133	0.07883890216
406	0.9858393255	0.07874036123
407	0.985629622	0.07856128643
408	0.9857694144	0.0784427072
409	0.9861790348	0.07819098979
410	0.9861790348	0.07816065883
411	0.9863188489	0.07789983296
412	0.9863188489	0.07784673671
413	0.9862489369	0.0777326712
414	0.9862489369	0.07770798785
415	0.9861091426	0.07755055454
416	0.9862489369	0.07737271933
417	0.9863188489	0.07718500229
418	0.9863887709	0.0769149786
419	0.9865286445	0.07674868122
420	0.9864587027	0.07655283815
421	0.9863188489	0.07640171801
422	0.9863188489	0.07629095833
423	0.9864587027	0.0761271378
424	0.9864587027	0.07582347712
425	0.9864587027	0.0756996349
426	0.9864587027	0.07560222198
427	0.9864587027	0.07553637927
428	0.9865286445	0.07543489799
429	0.9865286445	0.07521058627
430	0.9865286445	0.07507892415
431	0.9865286445	0.07500166794
432	0.9868785021	0.07450495731
433	0.9869485035	0.07431680894
434	0.9868085108	0.0740607341
435	0.9868085108	0.07398606815
436	0.9868785021	0.07372410903
437	0.9870885359	0.07351866556
438	0.9870185147	0.07346226648
439	0.9870885359	0.07316083527
440	0.987158567	0.07292290056
441	0.9870885359	0.07260044505
442	0.9870185147	0.07236512475
443	0.9870885359	0.07185787223
444	0.987228608	0.07141047288
445	0.987158567	0.0711016161
446	0.987158567	0.07078657795
447	0.987228608	0.07072208976
448	0.9876490631	0.07046243108
449	0.9875789624	0.07041992392
450	0.9877191738	0.07028071077
451	0.9879295656	0.07011027577
452	0.9879295656	0.06995594548
453	0.9879997161	0.0698090382
454	0.9879295656	0.06969300872
455	0.9880698765	0.06958222892
456	0.9879997161	0.06940320749
457	0.988140047	0.06933443037
458	0.988140047	0.06916763513
459	0.988140047	0.06887419998
460	0.988140047	0.06849861832
461	0.988140047	0.06842585214
462	0.9882102274	0.06840404434
463	0.9882804177	0.06827894278
464	0.9882804177	0.06805608386
465	0.9882804177	0.06797391255
466	0.9882804177	0.06781083085
467	0.9882102274	0.06773455698
468	0.9884910487	0.06743255153
469	0.988561279	0.06735683522
470	0.9886315192	0.06712093435
471	0.9887720297	0.06706125806
472	0.9887720297	0.06692372059
473	0.9887720297	0.06685843679
474	0.9887720297	0.06675583362
475	0.9888422999	0.06673873763
476	0.9889125801	0.06661966078
477	0.9889125801	0.0666053387
478	0.9891234806	0.06649570357
479	0.9891234806	0.06630693797
480	0.9890531704	0.0661931727
481	0.9891234806	0.06608621669
482	0.9891234806	0.06608621357
483	0.9891234806	0.06597339149
484	0.9890531704	0.06583333451
485	0.9890531704	0.06581969345
486	0.9890531704	0.06577611532
487	0.9891234806	0.06575740075
488	0.9891234806	0.06558661241
489	0.9891234806	0.06558656857
490	0.9893344711	0.065529915
491	0.9892641309	0.06551357447
492	0.9892641309	0.06539855798
493	0.9892641309	0.06520327306
494	0.9891938008	0.06508622344
495	0.9892641309	0.0649866839
496	0.9892641309	0.06489993263
497	0.9891938008	0.06472378408
498	0.9891938008	0.06466455594
499	0.9891938008	0.06465455001
500	0.9893344711	0.06453108712
501	0.9893344711	0.06448170138
502	0.9893344711	0.06439945066
503	0.9893344711	0.06429134687
504	0.9894751814	0.06420389517
505	0.9894048213	0.06406140873
506	0.9895455516	0.06375095479
507	0.9894048213	0.06359302313
508	0.9894048213	0.0634145445
509	0.9892641309	0.063305163
510	0.9892641309	0.06329326514
511	0.9893344711	0.06316611998
512	0.9895455516	0.06285749036
513	0.9894751814	0.06277785146
514	0.9894048213	0.06274812036
515	0.9895455516	0.06264947793
516	0.9896159318	0.06260235632
517	0.9896159318	0.06224377583
518	0.9895455516	0.06212380113
519	0.9895455516	0.06211421682
520	0.9896159318	0.06201212695
521	0.9896159318	0.06192587214
522	0.989686322	0.06174253876
523	0.989686322	0.06160732298
524	0.989686322	0.06154095721
525	0.9897567222	0.06136912736
526	0.9898271325	0.0613148244
527	0.9898271325	0.06122618683
528	0.9898271325	0.06118962537
529	0.9898975527	0.06110441071
530	0.9898975527	0.06106314645
531	0.9900384233	0.06086686198
532	0.9901088736	0.06071419438
533	0.990179334	0.06058421013
534	0.9902498044	0.06048194963
535	0.990179334	0.06018140202
536	0.9901088736	0.05999429517
537	0.9901088736	0.05998642955
538	0.9901088736	0.05987963919
539	0.9902498044	0.05978874177
540	0.9901088736	0.05966468156
541	0.9901088736	0.0595872726
542	0.9902498044	0.05954812787
543	0.9902498044	0.05952591817
544	0.9900384233	0.05933596073
545	0.989967983	0.05922999864
546	0.9900384233	0.05909797427
547	0.9900384233	0.05897358391
548	0.990179334	0.05888116589
549	0.9901088736	0.05884876995
550	0.9901088736	0.0587329555
551	0.9901088736	0.05870028348
552	0.9901088736	0.0586052532
553	0.9902498044	0.0585253993
554	0.9902498044	0.05843226156
555	0.9902498044	0.058367911
556	0.9903202848	0.05821899472
557	0.9903907752	0.05812625139
558	0.9903907752	0.058060372
559	0.9904612757	0.05800628115
560	0.9903907752	0.05791402855
561	0.9903907752	0.05787077175
562	0.9904612757	0.05779493819
563	0.9904612757	0.05774535681
564	0.9904612757	0.05774535482
565	0.9905317862	0.05766072627
566	0.9905317862	0.05753623136
567	0.9906023068	0.05750513923
568	0.9906023068	0.05736649774
569	0.9905317862	0.05733213006
570	0.9906023068	0.05712442489
571	0.9906728374	0.05708211063
572	0.9906728374	0.05698165644
573	0.9906728374	0.05688372272
574	0.9906728374	0.05684469145
575	0.9906728374	0.05674589789
576	0.9906728374	0.0566789651
577	0.990743378	0.05660261355
578	0.9908139287	0.05657560467
579	0.990743378	0.05653351726
580	0.9908139287	0.05645412354
581	0.9908844895	0.05639147175
582	0.9908139287	0.05637120882
583	0.9908139287	0.0562566308
584	0.9908139287	0.05602413083
585	0.9908844895	0.05587671074
586	0.9908844895	0.05582217059
587	0.9908139287	0.0556699687
588	0.9909550603	0.0555859902
589	0.9909550603	0.05550784629
590	0.9909550603	0.05544993742
591	0.9910256411	0.05535704029
592	0.9909550603	0.05526281136
593	0.9909550603	0.05519243394
594	0.9909550603	0.05516023635
595	0.9910256411	0.05502934101
596	0.991096232	0.0549724873
597	0.991096232	0.05494951451
598	0.991096232	0.05485058776
599	0.991237444	0.05471426326
600	0.991166833	0.05467109562
601	0.991166833	0.05456813778
602	0.991237444	0.05452011242
603	0.991237444	0.05446810279
604	0.991237444	0.05439986251
605	0.9913080651	0.05421586418
606	0.9913080651	0.05418287705
607	0.9913080651	0.05409449709
608	0.9913080651	0.05402148398
609	0.9913080651	0.05392600994
610	0.9913080651	0.05385699117
611	0.9913080651	0.05381814306
612	0.9913786962	0.0537114145
613	0.9913786962	0.05362967244
614	0.9914493374	0.05347011067
615	0.9914493374	0.05341276351
616	0.9914493374	0.05338988716
617	0.9914493374	0.05336167231
618	0.9914493374	0.05333357472
619	0.9914493374	0.05333356833
620	0.9914493374	0.05333356514
621	0.9914493374	0.05333356435
622	0.9914493374	0.05326799295
623	0.9915199887	0.05319590524
624	0.9915199887	0.05310775436
625	0.9915199887	0.05303978988
626	0.99159065	0.0529590686
627	0.9915199887	0.05285915698
628	0.9915199887	0.05283719301
629	0.9915199887	0.05280632253
630	0.9914493374	0.05275724486
631	0.9915199887	0.05264457142
632	0.9915199887	0.05258858431
633	0.9915199887	0.05245226847
634	0.9916613214	0.05229119277
635	0.9917320029	0.05221154342
636	0.9917320029	0.05215833029
637	0.9917320029	0.05213062202
638	0.9918026945	0.05207183899
639	0.9918026945	0.05198403448
640	0.9918026945	0.05185380878
641	0.9917320029	0.05176678652
642	0.9918026945	0.05166867978
643	0.9918733961	0.05148957579
644	0.9919441079	0.05143257445
645	0.9922978178	0.05111980164
646	0.9921563036	0.05107874629
647	0.9922270556	0.05104796136
648	0.9922978178	0.05096304019
649	0.9922270556	0.05088063351
650	0.9922978178	0.0508262222
651	0.9922978178	0.05074536225
652	0.99236859	0.05067524068
653	0.99236859	0.05064997026
654	0.99236859	0.05058873548
655	0.9924393724	0.05054141175
656	0.9925101648	0.0504732921
657	0.9924393724	0.05030004799
658	0.99265178	0.05014047813
659	0.9924393724	0.05008460045
660	0.9924393724	0.04998213452
661	0.9925101648	0.04989377133
662	0.99236859	0.04985829986
663	0.99236859	0.04981147055
664	0.99236859	0.04976014851
665	0.9924393724	0.04972271675
666	0.9924393724	0.04964504209
667	0.9925101648	0.04951786656
668	0.9925101648	0.04945331418
669	0.9925809674	0.04927903087
670	0.9925101648	0.04924826458
671	0.9925101648	0.04915807969
672	0.9924393724	0.0490471157
673	0.9925101648	0.04899560099
674	0.9927226028	0.04896273858
675	0.9928642786	0.04881180262
676	0.9927934357	0.04874810744
677	0.9927934357	0.04871127963
678	0.9927226028	0.04867170441
679	0.9927226028	0.04857267882
680	0.9927226028	0.0485268787
681	0.9927934357	0.04847277705
682	0.9928642786	0.04837507499
683	0.9928642786	0.04825469744
684	0.9929351317	0.04822987187
685	0.9930059949	0.04815836912
686	0.9929351317	0.04808116659
687	0.9930059949	0.04803024598
688	0.9929351317	0.04800913143
689	0.9930768682	0.04783848953
690	0.9931477517	0.04779659281
691	0.9932186452	0.04775750038
692	0.9931477517	0.04769494027
693	0.9930768682	0.04764747149
694	0.9930059949	0.04761199946
695	0.9931477517	0.047588773
696	0.9931477517	0.04747463252
697	0.9932186452	0.04738776535
698	0.9931477517	0.04736988492
699	0.9932186452	0.04732549506
700	0.9932186452	0.04728675597
701	0.9932186452	0.04724891555
702	0.9932895489	0.04712950805
703	0.9933604627	0.04705300818
704	0.9933604627	0.04680416137
705	0.9934313866	0.04672635448
706	0.9935023207	0.0466546308
707	0.9935023207	0.04660613713
708	0.9934313866	0.046591911
709	0.9934313866	0.04650634128
710	0.9934313866	0.04642426774
711	0.9934313866	0.04632406583
712	0.9934313866	0.04610329152
713	0.9934313866	0.04606911361
714	0.9934313866	0.04599890185
715	0.9934313866	0.0459613791
716	0.9934313866	0.04595538095
717	0.9934313866	0.0459325104
718	0.9934313866	0.04586673068
719	0.9934313866	0.04579699911
720	0.9935023207	0.04567883228
721	0.9934313866	0.04550025499
722	0.9934313866	0.04546667645
723	0.9934313866	0.04543413713
724	0.9933604627	0.04531075673
725	0.9933604627	0.04523842244
726	0.9933604627	0.04517158993
727	0.9935023207	0.04512101986
728	0.9935023207	0.04508997026
729	0.9935732648	0.04504786188
730	0.9935732648	0.04498596459
731	0.9935732648	0.04498596082
732	0.9935732648	0.04498595705
733	0.9935023207	0.04475487888
734	0.9935732648	0.04474923262
735	0.9935732648	0.04469772443
736	0.9935732648	0.04460553562
737	0.9935732648	0.04458654623
738	0.9935732648	0.04458157593
739	0.9935732648	0.04450681058
740	0.9935732648	0.04447030166
741	0.9936442192	0.04436526528
742	0.9936442192	0.04423744787
743	0.9935732648	0.04421133598
744	0.9935732648	0.04420720924
745	0.9935732648	0.04418097394
746	0.9935023207	0.04412325504
747	0.9935023207	0.04408116978
748	0.9935023207	0.04406179511
749	0.9936442192	0.04398176746
750	0.9936442192	0.04392402852
751	0.9936442192	0.04388216653
752	0.9935732648	0.04382949303
753	0.9938571429	0.04367611569
754	0.9938571429	0.04360841765
755	0.9938571429	0.04357834443
756	0.9938571429	0.04349520135
757	0.9938571429	0.04338602046
758	0.9938571429	0.04335950234
759	0.9939281378	0.04328447299
760	0.9939281378	0.04324112495
761	0.9939281378	0.0431851251
762	0.9939281378	0.04315693605
763	0.9939281378	0.04310649861
764	0.9939281378	0.04302484431
765	0.9939281378	0.04293745395
766	0.9939281378	0.04288605922
767	0.9939281378	0.04274070347
768	0.9939281378	0.0427196267
769	0.9939281378	0.04266405834
770	0.9939281378	0.04246711214
771	0.9941411832	0.0421799141
772	0.9941411832	0.04212822298
773	0.9941411832	0.04194289492
774	0.9941411832	0.04187445929
775	0.9942122187	0.04184848524
776	0.9942832643	0.04165726449
777	0.9942832643	0.0416452761
778	0.9942832643	0.04159472442
779	0.9942832643	0.04157946144
780	0.9942832643	0.04152111557
781	0.9942832643	0.04146915126
782	0.9942832643	0.04140135382
783	0.9942832643	0.04136894707
784	0.9943543201	0.04132036943
785	0.9943543201	0.04124141181
786	0.9942122187	0.04121950758
787	0.9942122187	0.0411407703
788	0.9942122187	0.04104792099
789	0.9942832643	0.0409438087
790	0.9942832643	0.04081888142
791	0.9942832643	0.0407626342
792	0.9942122187	0.0407269208
793	0.9942832643	0.04070418245
794	0.9942832643	0.04065272314
795	0.9942832643	0.04059644075
796	0.994425386	0.04051359759
797	0.994425386	0.04048253492
798	0.9942832643	0.04046444429
799	0.9943543201	0.04041781078
